Title,Company Name,Governorate,Country,Job Type,Experience Level,Min Yrs of Excperience,Max Yrs of Experience,Source,Skills - 1,Skills - 1.1,Skills - 1.2,Skills - 1.3,Skills - 2,Skills - 2.1,Skills - 3,Skills - 3.1,Skills - 3.2,Skills - 3.3,Skills - 4,Skills - 5,Skills - 6
Site Accountant,Thebes Investment Co,Giza,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Accounting,Construction,Civil,Architecture,Accounting,Construction,Warehouse Management,None,None,None,None,None,None
Sports Financial Support Specialist,Wadi Degla Group,Cairo,Egypt,Full Time,Experienced,2.0,3.0,Wuzzuf,Accounting,Research,None,None,Customer Support,Accounting,Finance,None,None,None,None,None,None
Sr. Oracle EBS Financial Specialist,Elsewedy industries,Cairo,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Accounting,Software Development,None,None,Engineering - Telecom/Technology,Information Technology (IT),Computer Science,None,None,None,None,None,None
Stock Controller,Bouri Group,Cairo,Egypt,Full Time,Experienced,6.0,0.0,Wuzzuf,Accounting,Supply Chain,None,None,Purchasing/Procurement,Accounting,inventory,None,None,None,None,None,None
Stock Controller,Seoudi Supermarket,Cairo,Egypt,Full Time,Entry Level,0.0,3.0,Wuzzuf,Accounting,Supply Chain,None,None,Accounting,Finance,Retail,None,None,None,None,None,None
Stock Controller,Confidential,Cairo,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Accounting,Supply Chain,None,None,Accounting,MS Excel,Supply Chain,None,None,None,None,None,None
Stock Controller,FitnessPro,Giza,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Accounting,Supply Chain,None,None,Stock Control,Stock,Stock controller,None,None,None,None,None,None
Stock Controller,Premiere Food Services and Retail,Cairo,Egypt,Full Time,Experienced,2.0,0.0,Wuzzuf,Accounting,Supply Chain,None,None,Purchasing/Procurement,Stock Control,Stock,None,None,None,None,None,None
Stock Controller,TyrePro Egypt Co. Continental Tyres,Cairo,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Accounting,Supply Chain,None,None,Supply Chain,Logistics,Warehouse,None,None,None,None,None,None
Store Keeper,Office Mix Online,Cairo,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Accounting,Supply Chain,None,None,Inventory Control,Warehousing,Communication skills,None,None,None,None,None,None
Store Keeper (Accounting Department),Baladna Farms,Cairo,Egypt,Full Time,Experienced,3.0,6.0,Wuzzuf,Accounting,Supply Chain,None,None,Accounting,Store Keeping,Warehousing,None,None,None,None,None,None
Tourism Accountant,Confidential,Giza,Egypt,Full Time,Experienced,5.0,0.0,Wuzzuf,Accounting,Travel,None,None,Tourism,Travel,Finance,None,None,None,None,None,None
Treasury Accountant,Excel Travel,Cairo,Egypt,Full Time,Entry Level,1.0,2.0,Wuzzuf,Accounting,Travel,None,None,Treasury,Accounting,Travel,None,None,None,None,None,None
Wallet Analyst,Tamweely,Cairo,Egypt,Full Time,Entry Level,1.0,3.0,Wuzzuf,Accounting,Research,None,None,Finance,Business,Banking,None,None,None,None,None,None
Warehouse Team Leader,Capiter,Dakahlia,Egypt,Full Time,Experienced,3.0,0.0,Wuzzuf,Accounting,Supply Chain,None,None,E-Commerce,Commerce,Logistics,None,None,None,None,None,None
Collection Execuitve,MENASSAT,Cairo,Egypt,Full Time,Entry Level,1.0,3.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Collection Manager,BM,Cairo,Egypt,Full Time,Manager,3.0,5.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Collection Officer,Reportage Egypt,Cairo,Egypt,Full Time,Experienced,3.0,7.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Collection Officer,Zamil Steel Buildings Co,Giza,Egypt,Full Time,Experienced,2.0,3.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Collection Representative,Chubb life Insurance,Cairo,Egypt,Full Time,Entry Level,1.0,2.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Collection Specialist,United Engineering company,Giza,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Collection Specialist,First Group,Giza,Egypt,Full Time,Experienced,2.0,5.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Collection Specialist (Cairo),FlairsTech,Cairo,Egypt,Full Time,Experienced,1.0,3.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Collections Team Leader,Basata Microfinance Solutions,Cairo,Egypt,Full Time,Manager,3.0,7.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Collector,Otis Elevator Company,Cairo,Egypt,Full Time,Entry Level,0.0,3.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Collector/ مسئول تحصيل,Microtech,Giza,Egypt,Full Time,Entry Level,0.0,3.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Control & Reporting Senior Manager,Target Recruitment & HR Solutions,Cairo,Egypt,Full Time,Manager,10.0,15.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Corporate MIS Specialist,Fawry Banking & Payment Technology Services,Giza,Egypt,Full Time,Entry Level,1.0,0.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
General Ledger Section Head,Confidential,Cairo,Egypt,Full Time,Manager,7.0,13.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
General Manager,PMaestro,Cairo,Egypt,Full Time,Manager,10.0,0.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
GL Section Head,Andalusia Group,Cairo,Egypt,Full Time,Manager,5.0,7.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
MBA Freshers ( Commerce ),Sigma Scan,Giza,Egypt,Full Time,Entry Level,0.0,20.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Onboarding Specialist,Dafater,Cairo,Egypt,Full Time,Entry Level,0.0,1.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Planning And Budgeting Manager,Confidential,Monufya,Egypt,Full Time,Manager,10.0,0.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Regional Risk Supervisor,Majorel Egypt,Cairo,Egypt,Full Time,Manager,3.0,5.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Regional Treasurer Senior Manager,Majorel Egypt,Cairo,Egypt,Full Time,Senior Management,10.0,0.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Risk Control Supervisor,Confidential,Cairo,Egypt,Full Time,Experienced,5.0,8.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Risk Officer,AMLAK Finance Egypt,Giza,Egypt,Full Time,Experienced,2.0,3.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Senior Collection Specialist,Confidential,Giza,Egypt,Full Time,Experienced,4.0,8.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Senior Compliance Officer,Suez Cement – Heidelberg Cement,Cairo,Egypt,Full Time,Experienced,2.0,5.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Senior Investment Analyst,M² Developments,Giza,Egypt,Full Time,Experienced,3.0,6.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Strategic Planning & Development Manager,Al-Nasser,Giza,Egypt,Full Time,Manager,15.0,20.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Transfer Pricing Manager,HR Health One,Giza,Egypt,Full Time,Manager,8.0,12.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Visits Specialist,GoodsMart,Giza,Egypt,Full Time,Entry Level,0.0,1.0,Wuzzuf,Accounting,None,None,None,None,None,None,None,None,None,None,None,None
Admin Assistant - Maadi/ Helwan,UCMAS Academy,Maadi,Egypt,Full Time,Experienced,1.0,3.0,Wuzzuf,Administration,Administration,Customer Service/Support,Operations/Management,Microsoft Office,Secretary,Communication,None,None,None,None,None,None
Admin Assistant - Nasr City,English Zone,Nasr City,Egypt,Full Time,Entry Level,1.0,2.0,Wuzzuf,Administration,Administration,Customer Service/Support,Administration,Communication,excel,Microsoft Office,None,None,None,None,None,None
Admin Supervisor,Hyde Park,North Coast,Egypt,Full Time,Experienced,7.0,10.0,Wuzzuf,Administration,Administration,Administration,Admin,Admin,Office management,None,None,None,None,None,None,None
Administration Manager,Smart Solutions,New Cairo,Egypt,Full Time,Manager,5.0,8.0,Wuzzuf,Administration,Administration,Operations/Management,Administration,Construction,Communication,Facility Management,None,None,None,None,None,None
Administrative Assistant,Floortec,Sheikh Zayed,Egypt,Full Time,Entry Level,1.0,3.0,Wuzzuf,Administration,Administration,Customer Service/Support,Operations/Management,Admin Work,Admin Assistant,Microsoft Office,None,None,None,None,None,None
Administrative Assistant,MK Team Solutions,Nasr City,Egypt,Full Time,Entry Level,0.0,3.0,Wuzzuf,Administration,Accounting,Accounting,Administration,Administration,Communication,Finance,None,None,None,None,None,None
Administrative Assistant,Almansoori Specialized Engineering,Maadi,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Administration,Administration,Administration,administrative,administrative,administrative work,Secretary,None,None,None,None,None,None
Administrative Assistant,Dewan for Real estate,Alexandria,Egypt,Full Time,Entry Level,1.0,3.0,Wuzzuf,Administration,Administration,Administration,Assistant,Assistant,Microsoft Office,Office management,None,None,None,None,None,None
Administrative Assistant - Females Only (Alexandria),Confidential,Sidi Gaber,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Administration,Admin,Fashion,Admin,Administration,Management,Office management,None,None,None,None,None,None
Administrative Manager,Lewaa El Hamd Group,Ameria,Egypt,Full Time,Manager,5.0,10.0,Wuzzuf,Administration,Administration,Customer Service/Support,Operations/Management,Communication,Problem Solving,Skills,None,None,None,None,None,None
Admission Executive,Leap Development Hub,New Cairo,Egypt,Full Time,Entry Level,1.0,3.0,Wuzzuf,Administration,Administration,Administration,Admin Assistant,Admin Assistant,Admin,Office Management,None,None,None,None,None,None
Adviser (Development Cooperation),Royal Norwegian Embassy in Cairo,Zamalek,Egypt,Full Time,Experienced,5.0,10.0,Wuzzuf,Administration,Development Cooperation,Development Cooperation,Embassy,Embassy,Customer Care,Customer Service,None,None,None,None,None,None
Assistant Media Buying Manager,OPPO Egypt,New Cairo,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Administration,Marketing,Marketing/PR/Advertising,Media/Journalism/Publishing,Planning,Advertising,Communication,None,None,None,None,None,None
Branch Coordinator,Chubb life Insurance,Nasr City,Egypt,Full Time,Entry Level,0.0,2.0,Wuzzuf,Administration,Office Management,Office Management,Secretary,Secretary,Admin,Administration,None,None,None,None,None,None
Branch Manager Assistant - Cairo,Mr. Tailor,Mokattam,Egypt,Full Time,Manager,2.0,3.0,Wuzzuf,Administration,Administration,Sales/Retail,Administration,Microsoft Office,Communication,Computer Skills,None,None,None,None,None,None
Building Manager,Al Safy,New Cairo,Egypt,Full Time,Manager,3.0,6.0,Wuzzuf,Administration,Building Codes,Operations/Management,Building Codes,Quality Auditing,Quality Assurance,Management,None,None,None,None,None,None
CEO Personal Assistant,Qmind,Heliopolis,Egypt,Full Time,Experienced,2.0,4.0,Wuzzuf,Administration,Communication,Operations/Management,Communication,Administration,Microsoft Office,Office management,None,None,None,None,None,None
CEO Personal Assistant,Sam3nytrips,Nasr City,Egypt,Full Time,Entry Level,1.0,3.0,Wuzzuf,Administration,Assistant,Customer Service/Support,Operations/Management,Administration,CEO Personal Assistant,Microsoft Office,None,None,None,None,None,None
Community Manager,KAPITALIZE,New Cairo,Egypt,Full Time,Entry Level,0.0,10.0,Wuzzuf,Administration,Customer Service,Customer Service/Support,Operations/Management,Customer Support,Facility Management,Administrative Affairs,None,None,None,None,None,None
Contract Administration Manager - General Contractor,Confidential,New Cairo,Egypt,Full Time,Manager,18.0,0.0,Wuzzuf,Administration,Construction,Engineering - Construction/Civil/Architecture,Operations/Management,Management,Project Management,Engineering,None,None,None,None,None,None
Customer Service Coordinator - Sharqia,Misr Elkheir Foundation,Sharqia,Egypt,Full Time,Entry Level,1.0,3.0,Wuzzuf,Administration,Customer Service,Customer Service/Support,Customer Service,Customer Care,Customer Support,Communication skills,None,None,None,None,None,None
Customer Support Specialist,Xpovi,New Cairo,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Administration,Customer,Customer Service/Support,Customer,Customer Service,Customer Support,Sales,None,None,None,None,None,None
Customs Coordinator,Ascom,Maadi,Egypt,Full Time,Entry Level,1.0,2.0,Wuzzuf,Administration,clearance,clearance,Custom,Custom,Custom Clearance,Administration,None,None,None,None,None,None
Data Entry Clerk,"Izam, inc.",Mohandessin,Egypt,Full Time,Entry Level,1.0,3.0,Wuzzuf,Administration,Data Entry,Data Entry,Typing,Typing,Administration,Microsoft Office,None,None,None,None,None,None
Data Entry Specialist,International Food & Consumable Goods,6th of October,Egypt,Full Time,Entry Level,0.0,1.0,Wuzzuf,Administration,Data Entry,Data Entry,Microsoft,Microsoft,Microsoft Office,Skills,None,None,None,None,None,None
Director of Non-Academic Student Life,Zewail City,6th of October,Egypt,Full Time,Manager,18.0,0.0,Wuzzuf,Administration,Dorm,Customer Service/Support,Operations/Management,wellness Unit,UST,Career Center,None,None,None,None,None,None
Document Control Specialist,System Technique,Giza,Egypt,Full Time,Experienced,3.0,4.0,Wuzzuf,Administration,Microsoft Office,Microsoft Office,Administration,Administration,Quality Control,English,None,None,None,None,None,None
Document Control Specialist,365 Ecology,10th of Ramadan City,Egypt,Full Time,Experienced,2.0,4.0,Wuzzuf,Administration,Document Control,Quality,Document Control,Documentation Management,Microsoft Office,Quality Assurance,None,None,None,None,None,None
Document Controller,ataya,Nasr City,Egypt,Full Time,Experienced,5.0,7.0,Wuzzuf,Administration,Administration,Administration,Document Control,Document Control,Microsoft Office,None,None,None,None,None,None,None
Document Controller,Confidential,Sheikh Zayed,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Administration,Microsoft Office,Engineering - Construction/Civil/Architecture,Quality,MS Office,Document Control,organization,None,None,None,None,None,None
Document Controller,First Group,6th of October,Egypt,Full Time,Experienced,2.0,5.0,Wuzzuf,Administration,Administration,Administration,Document Control,Document Control,Document,controller,None,None,None,None,None,None
Document Controller,Altameer Arabian,Cairo,Egypt,Full Time,Experienced,3.0,0.0,Wuzzuf,Administration,Document Control,Project/Program Management,Document Control,Admin,Business Administration,Commerce,None,None,None,None,None,None
Document Controller,Equity Developments,New Capital,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Administration,Administration,Administration,Document Control,Document Control,Project Management,Real Estate,None,None,None,None,None,None
Document Controller For Technical Office - Cairo,Al Janobi Co. For Contracting,New Cairo,Egypt,Full Time,Experienced,3.0,0.0,Wuzzuf,Administration,Administration,Engineering - Construction/Civil/Architecture,Quality,Document Control,Project Management,Microsoft Office,None,None,None,None,None,None
English Recruitment Coordinator,Sykes Enterprises,Maadi,Egypt,Full Time,Entry Level,0.0,3.0,Wuzzuf,Administration,Human Resources (HR),Human Resources,Human Resources (HR),Recruitment,English,Customer Service,None,None,None,None,None,None
Exchange Program Assistant,Amideast,Dokki,Egypt,Full Time,Experienced,2.0,0.0,Wuzzuf,Administration,Education,Project/Program Management,Education/Teaching,English,MS Office,Project Management,None,None,None,None,None,None
Executive Assistant,HSE Contractors for CPM Scheduling Consultants,Dokki,Egypt,Full Time,Experienced,5.0,10.0,Wuzzuf,Administration,Admin,Admin,Administration,Administration,Microsoft Office,Secretary,None,None,None,None,None,None
Executive Secretary,Confidential,Sheraton,Egypt,Full Time,Entry Level,0.0,2.0,Wuzzuf,Administration,Executive Secretary,Customer Service/Support,Executive Secretary,Secretary,Office management,Microsoft Office,None,None,None,None,None,None
Executive Secretary - Alexandria,Nile Projects & Trading,Alexandria,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Administration,Microsoft Office,Microsoft Office,Office Management,Office Management,Secretary,Administration,None,None,None,None,None,None
Executive Secretary / Office Manager,Zamil Steel Buildings Co,6th of October,Egypt,Full Time,Experienced,4.0,6.0,Wuzzuf,Administration,Secretary,Secretary,Skills,Skills,Microsoft Office,English,None,None,None,None,None,None
Fleet Coordinator,Smart Vehicle Transport,New Cairo,Egypt,Full Time,Experienced,3.0,5.0,Wuzzuf,Administration,Administration,Logistics/Supply Chain,Administration,Fleet,Microsoft Office,Transportation,None,None,None,None,None,None
Fleet Supervisor,Marbella For Food Industry,6th of October,Egypt,Full Time,Manager,4.0,0.0,Wuzzuf,Administration,Fleet,Operations/Management,Fleet,gps,Logistics,Operations,None,None,None,None,None,None
Follow Up Agent,Mersal,Maadi,Egypt,Full Time,Entry Level,1.0,3.0,Wuzzuf,Administration,Follow Up,Customer Service/Support,Medical/Healthcare,Customer Service,Healthcare,Computer Skills,None,None,None,None,None,None
Front Desk Administrator,Naqla,Nasr City,Egypt,Full Time,Entry Level,0.0,2.0,Wuzzuf,Administration,Administration,Administration,Admin,Admin,Office management,Microsoft Office,None,None,None,None,None,None
Front Desk Coordinator,Juniors Academy,New Cairo,Egypt,Full Time,Experienced,2.0,5.0,Wuzzuf,Administration,Administration,Customer Service/Support,Administration,Communication skills,Front desk,Communication,None,None,None,None,None,None
Front Desk Officer,Modern American School of Egypt 2000,New Cairo,Egypt,Full Time,Experienced,2.0,3.0,Wuzzuf,Administration,Front desk,Customer Service/Support,Front desk,Administration,Microsoft,Microsoft Office,None,None,None,None,None,None
Front Office Administrator,"Fact Freight, Transportation & Clearance",Maadi,Egypt,Full Time,Experienced,2.0,3.0,Wuzzuf,Administration,Administration,Administration,Admin,Admin,Front Office Management,Customer Service,None,None,None,None,None,None
GPS Administrator,Cairo Airport Travel,Cairo,Egypt,Full Time,Entry Level,1.0,2.0,Wuzzuf,Administration,IT Service Management,IT/Software Development,Operations/Management,Operating Systems,None,None,None,None,None,None,None,None
